allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR127	pQBR132	pQBR28	pQBR53	pQBR55	pQBR55R	pQG3rel01	pQG3rel02	pQG3rel03	pQG3rel04	pQG3rel05	pQG3rel06
g0424_0006	g0424	merR	Hg(II)-responsive transcriptional regulator	98	1	6	1	1	1	0	0	0	0	6	Hg(II)-responsive transcriptional regulator(6)	merR(6)	432	432	432.00	49	1	pQBR127_00143	pQBR132_00058	pQBR28_00157	pQBR53_00165	pQBR55_00164	pQBR55R_00140						
g0470_0006	g0470	merT	mercuric ion transporter MerT	98	1	6	1	1	1	0	0	0	0	6	mercuric ion transporter MerT(6)	merT(6)	351	351	351.00	49	2	pQBR127_00142	pQBR132_00057	pQBR28_00158	pQBR53_00164	pQBR55_00163	pQBR55R_00139						
g0536_0006	g0536	merP	mercury resistance system periplasmic binding protein MerP	98	1	6	1	1	1	0	0	0	0	6	mercury resistance system periplasmic binding protein MerP(6)	merP(6)	276	276	276.00	49	3	pQBR127_00141	pQBR132_00056	pQBR28_00159	pQBR53_00163	pQBR55_00162	pQBR55R_00138						
g0421_0006	g0421	merC	organomercurial transporter MerC	98	1	6	1	1	1	0	0	0	0	6	organomercurial transporter MerC(6)	merC(6)	435	435	435.00	49	4	pQBR127_00140	pQBR132_00055	pQBR28_00160	pQBR53_00162	pQBR55_00161	pQBR55R_00137						
g0235_0006	g0235	merA	mercury(II) reductase	98	1	6	1	1	1	0	0	0	0	6	mercury(II) reductase(6)	merA(6)	1683	1683	1683.00	49	5	pQBR127_00139	pQBR132_00054	pQBR28_00161	pQBR53_00161	pQBR55_00160	pQBR55R_00136						
g0365_0006	g0365	merB	organomercurial lyase MerB	98	1	6	1	1	1	0	0	0	0	6	organomercurial lyase MerB(6)	merB(6)	639	639	639.00	49	6	pQBR127_00138	pQBR132_00053	pQBR28_00162	pQBR53_00160	pQBR55_00159	pQBR55R_00135						
g0514_0006	g0514	tnpR	TnpR protein	98	1	6	1	1	1	0	0	0	0	6	TnpR protein(6)	tnpR(6)	300	300	300.00	49	7	pQBR127_00137	pQBR132_00052	pQBR28_00163	pQBR53_00159	pQBR55_00158	pQBR55R_00134						
g0244_0006	g0244	NA	IS66 family transposase	98	1	6	1	1	1	0	0	0	0	6	IS66 family transposase(6)	NA(6)	1506	1506	1506.00	49	8	pQBR127_00136	pQBR132_00051	pQBR28_00164	pQBR53_00158	pQBR55_00157	pQBR55R_00133						
g0474_0006	g0474	tnpB	IS66 family insertion sequence element accessory protein TnpB	98	1	6	1	1	1	0	0	0	0	6	IS66 family insertion sequence element accessory protein TnpB(6)	tnpB(6)	345	345	345.00	49	9	pQBR127_00135	pQBR132_00050	pQBR28_00165	pQBR53_00157	pQBR55_00156	pQBR55R_00132						
g0446_0006	g0446	NA	Transposase	98	1	6	1	1	1	0	0	0	0	6	Transposase(6)	NA(6)	390	390	390.00	49	10	pQBR127_00134	pQBR132_00049	pQBR28_00166	pQBR53_00156	pQBR55_00155	pQBR55R_00131						
g0637_0006	g0637	ccmD	CcmD family protein	98	1	6	1	1	1	0	0	0	0	6	CcmD family protein(6)	ccmD(6)	165	165	165.00	50	1	pQBR127_00009	pQBR132_00011	pQBR28_00009	pQBR53_00009	pQBR55_00009	pQBR55R_00009						
g0183_0004	g0183	NA	Inorganic phosphate transporter	90	2	6	1	1	1	0	0	0	0	6	Inorganic phosphate transporter(3):Na-Ca-ex domain-containing protein(2):Na+/proline symporter(1)	NA(6)	192	327	257.50	50	2	pQBR127_00008	pQBR132_00010	pQBR28_00008	pQBR53_00008	pQBR55_00008	pQBR55R_00008						
g0486_0006	g0486	NA	Iron ABC transporter permease	98	1	6	1	1	1	0	0	0	0	6	Iron ABC transporter permease(6)	NA(6)	321	327	324.00	50	3	pQBR127_00007	pQBR132_00009	pQBR28_00007	pQBR53_00007	pQBR55_00007	pQBR55R_00007						
g0192_0002	g0192	NA	Conserved hypothethical protein	70	2	6	1	1	1	0	0	0	0	6	Conserved hypothethical protein(5):HNH endonuclease(1)	NA(6)	246	246	246.00	51	1	pQBR127_00076	pQBR132_00096	pQBR28_00075	pQBR53_00079	pQBR55_00103	pQBR55R_00079						
g0194_0003	g0194	phoU	DUF2767 domain-containing protein	80	2	6	1	1	1	0	0	0	0	6	DUF2767 domain-containing protein(5):Phosphate transport system regulatory protein PhoU(1)	NA(5):phoU(1)	231	231	231.00	51	2	pQBR127_00077	pQBR132_00097	pQBR28_00076	pQBR53_00080	pQBR55_00104	pQBR55R_00080						
g0190_0002	g0190	pbsX	PbsX family transcriptional regulator	70	2	6	1	1	1	0	0	0	0	6	PbsX family transcriptional regulator(6)	pbsX(6)	255	261	256.00	52	1	pQBR127_00111		pQBR28_00110	pQBR53_00139	pQBR55_00138	pQBR55R_00114	pQG3rel01_00167					
g0177_0003	g0177	chpB	type II toxin-antitoxin system ChpB family toxin	80	2	6	1	1	1	0	0	0	0	6	type II toxin-antitoxin system ChpB family toxin(6)	chpB(5):mazF(1)	348	348	348.00	52	2	pQBR127_00112		pQBR28_00111	pQBR53_00140	pQBR55_00139	pQBR55R_00115	pQG3rel01_00166					
g0206_0004	g0206	NA	AAA-lid-3 domain-containing protein	90	2	6	1	1	1	0	0	0	0	6	AAA-lid-3 domain-containing protein(6)	NA(6)	126	126	126.00	53	1	pQBR127_00114		pQBR28_00113	pQBR53_00142	pQBR55_00141	pQBR55R_00117		pQG3rel02_00156				
g0620_0006	g0620	NA	Transposase	98	1	6	1	1	1	0	0	0	0	6	Transposase(6)	NA(6)	180	180	180.00	54	1	pQBR127_00177	pQBR132_00176	pQBR28_00176	pQBR53_00199	pQBR55_00198	pQBR55R_00174						
g0147	g0147	NA	hypothetical protein	50	3	6	1	1	1	0	0	0	0	6	hypothetical protein(3):Holin(3)	NA(6)	192	228	204.50	55	1				pQBR53_00012	pQBR55_00012	pQBR55R_00012		pQG3rel02_00171			pQG3rel05_00128	pQG3rel06_00183
g0196_0002	g0196	vbhA	VbhA domain-containing protein	70	2	6	1	1	1	0	0	0	0	6	VbhA domain-containing protein(5):Catechol 1%2C2-dioxygenase(1)	vbhA(5):NA(1)	225	225	225.00	56	1	pQBR127_00003		pQBR28_00003	pQBR53_00003	pQBR55_00003	pQBR55R_00003					pQG3rel05_00167	
g0053_0002	g0053	NA	EAL domain-containing protein	70	5	6	1	1	1	0	0	0	0	6	EAL domain-containing protein(4):hypothetical protein(2)	NA(6)	309	1194	837.50	57	1		pQBR132_00169	pQBR28_00169				pQG3rel01_00171	pQG3rel02_00200			pQG3rel05_00160	pQG3rel06_00216
g0519_0006	g0519	NA	Transcriptional regulator	98	1	5	1	1	1	0	0	0	0	5	Transcriptional regulator(5)	NA(5)	294	294	294.00	58	1	pQBR127_00115		pQBR28_00114	pQBR53_00143	pQBR55_00142	pQBR55R_00118						
g0280_0006	g0280	NA	Nucleotidyltransferase	98	1	5	1	1	1	0	0	0	0	5	Nucleotidyltransferase(5)	NA(5)	1068	1068	1068.00	58	2	pQBR127_00116		pQBR28_00115	pQBR53_00144	pQBR55_00143	pQBR55R_00119						
g0574_0006	g0574	NA	Transcriptional regulator	98	1	5	1	1	1	0	0	0	0	5	Transcriptional regulator(5)	NA(5)	243	243	243.00	58	3	pQBR127_00118		pQBR28_00117	pQBR53_00145	pQBR55_00144	pQBR55R_00120						
g0543_0006	g0543	NA	Phage protein	98	1	5	1	1	1	0	0	0	0	5	Phage protein(5)	NA(5)	249	270	261.60	58	4	pQBR127_00119		pQBR28_00118	pQBR53_00146	pQBR55_00145	pQBR55R_00121						
g0283_0006	g0283	NA	hypothetical protein	98	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	1053	1053	1053.00	59	1	pQBR127_00011		pQBR28_00011	pQBR53_00015	pQBR55_00015	pQBR55R_00015						
g0453_0006	g0453	NA	Phage holin%2C lambda family	98	1	5	1	1	1	0	0	0	0	5	Phage holin%2C lambda family(5)	NA(5)	378	378	378.00	59	2	pQBR127_00010		pQBR28_00010	pQBR53_00013	pQBR55_00013	pQBR55R_00013						
g0584_0006	g0584	NA	Dystrophin	98	1	5	1	1	1	0	0	0	0	5	Dystrophin(5)	NA(5)	234	234	234.00	60	1	pQBR127_00074		pQBR28_00073	pQBR53_00077	pQBR55_00101	pQBR55R_00077						
g0487_0006	g0487	NA	PaREP8	98	1	5	1	1	1	0	0	0	0	5	PaREP8(5)	NA(5)	327	327	327.00	60	2	pQBR127_00075		pQBR28_00074	pQBR53_00078	pQBR55_00102	pQBR55R_00078						
g0412_0006	g0412	NA	Mediator of RNA polymerase II transcription subunit 10	98	1	5	1	1	1	0	0	0	0	5	Mediator of RNA polymerase II transcription subunit 10(5)	NA(5)	444	444	444.00	61	1	pQBR127_00124		pQBR28_00123	pQBR53_00147	pQBR55_00146	pQBR55R_00122						
g0641_0006	g0641	NA	CYTOSOL-AP domain-containing protein	98	1	5	1	1	1	0	0	0	0	5	CYTOSOL-AP domain-containing protein(5)	NA(5)	156	156	156.00	62	1	pQBR127_00131		pQBR28_00125	pQBR53_00153	pQBR55_00152	pQBR55R_00128						
g0105_0004	g0105	NA	hypothetical protein	90	4	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	219	258	232.80	63	1								pQG3rel02_00110	pQG3rel03_00126	pQG3rel04_00133	pQG3rel05_00102	pQG3rel06_00146
g0639_0006	g0639	NA	Tyr recombinase domain-containing protein	98	1	5	1	1	1	0	0	0	0	5	Tyr recombinase domain-containing protein(5)	NA(5)	162	162	162.00	64	1	pQBR127_00110		pQBR28_00109	pQBR53_00138	pQBR55_00137	pQBR55R_00113						
g0521_0006	g0521	NA	tRNA-synt-2c domain-containing protein	98	1	5	1	1	1	0	0	0	0	5	tRNA-synt-2c domain-containing protein(5)	NA(5)	291	291	291.00	65	1	pQBR127_00004		pQBR28_00004	pQBR53_00004	pQBR55_00004	pQBR55R_00004						
g0144_0001	g0144	NA	Bacteriophage holin family HP1	60	3	5	1	1	1	0	0	0	0	5	Bacteriophage holin family HP1(3):hypothetical protein(2)	NA(5)	204	237	223.80	66	1		pQBR132_00017						pQG3rel02_00167	pQG3rel03_00017	pQG3rel04_00017		pQG3rel06_00179
g0546_0006	g0546	NA	dUTPase	98	1	5	1	1	1	0	0	0	0	5	dUTPase(5)	NA(5)	267	267	267.00	67	1	pQBR127_00113		pQBR28_00112	pQBR53_00141	pQBR55_00140	pQBR55R_00116						
g0096	g0096	acnX	AcnX domain-containing protein	50	4	5	1	1	1	0	0	0	0	5	AcnX domain-containing protein(4):hypothetical protein(1)	acnX(4):NA(1)	207	480	425.40	68	1		pQBR132_00045					pQG3rel01_00024	pQG3rel02_00041			pQG3rel05_00034	pQG3rel06_00038
g0086_0001	g0086	umuC	Y-family DNA polymerase	60	4	5	1	1	1	1	0	1	0	5	Y-family DNA polymerase(3):UmuC domain-containing protein(2):hypothetical protein(1)	NA(4):umuC(2)	252	1308	925.00	69	1		pQBR132_00031					(pQG3rel01_00010:pQG3rel01_00011)	pQG3rel02_00027			pQG3rel05_00020	pQG3rel06_00024
g0458_0006	g0458	NA	DUF2185 domain-containing protein	98	1	4	1	1	1	0	0	0	0	4	DUF2185 domain-containing protein(4)	NA(4)	366	366	366.00	70	1	pQBR127_00127			pQBR53_00150	pQBR55_00149	pQBR55R_00125						
g0161_0006	g0161	NA	hypothetical protein	98	1	4	1	1	1	1	0	1	0	4	hypothetical protein(4):Transmembrane protein(1)	NA(5)	270	576	460.20	70	2	(pQBR127_00128:pQBR127_00129)			pQBR53_00151	pQBR55_00150	pQBR55R_00126						
g0475_0006	g0475	NA	Phage protein	98	1	4	1	1	1	0	0	0	0	4	Phage protein(4)	NA(4)	339	339	339.00	70	3	pQBR127_00130			pQBR53_00152	pQBR55_00151	pQBR55R_00127						
g0106_1_0007	g0106_1	murJ	Lipid II flippase MurJ	95	3	4	1	1	1	0	0	0	0	4	Lipid II flippase MurJ(4)	murJ(4)	258	258	258.00	71	1		pQBR132_00159	pQBR28_00148						pQG3rel03_00150	pQG3rel04_00158		
g0133_0004	g0133	NA	DUF899 domain-containing protein	90	3	4	1	1	1	0	0	0	0	4	DUF899 domain-containing protein(4)	NA(4)	321	375	348.00	71	2		pQBR132_00162	pQBR28_00151						pQG3rel03_00151	pQG3rel04_00159		
g0148_0002	g0148	NA	Plastocyanin-like domain-containing protein	70	3	4	1	1	1	0	0	0	0	4	Plastocyanin-like domain-containing protein(3):CSD domain-containing protein(1)	NA(4)	207	213	210.75	72	1		pQBR132_00144					pQG3rel01_00137	pQG3rel02_00178				pQG3rel06_00194
g0136_0003	g0136	yqbF	hypothetical protein	80	3	4	1	1	1	0	0	0	0	4	hypothetical protein(3):YqbF domain-containing protein(1)	NA(3):yqbF(1)	186	279	242.25	72	2							pQG3rel01_00138	pQG3rel02_00179			pQG3rel05_00138	pQG3rel06_00195
g0140_0004	g0140	NA	Inositol oxygenase	90	3	4	1	1	1	0	0	0	0	4	Inositol oxygenase(4)	NA(4)	219	255	246.00	73	1							pQG3rel01_00047	pQG3rel02_00060			pQG3rel05_00053	pQG3rel06_00057
g0135_0002	g0135	NA	Tautomerase enzyme	70	3	4	1	1	1	0	0	0	0	4	Tautomerase enzyme(4)	NA(4)	315	315	315.00	73	2							pQG3rel01_00048	pQG3rel02_00062			pQG3rel05_00055	pQG3rel06_00059
g0098_0004	g0098	NA	Profilin	90	4	4	1	1	1	0	0	0	0	4	Profilin(4)	NA(4)	459	462	461.25	74	1							pQG3rel01_00150	pQG3rel02_00189			pQG3rel05_00150	pQG3rel06_00205
g0101_0003	g0101	NA	DUF2939 domain-containing protein	80	4	4	1	1	1	0	0	0	0	4	DUF2939 domain-containing protein(4)	NA(4)	408	432	426.00	75	1							pQG3rel01_00134	pQG3rel02_00154			pQG3rel05_00121	pQG3rel06_00167
g0480_0006	g0480	tssA	Type VI secretion system protein TssA	98	1	4	1	1	1	0	0	0	0	4	Type VI secretion system protein TssA(3):TPR-REGION domain-containing protein(1)	tssA(3):NA(1)	174	336	214.50	76	1		pQBR132_00013		pQBR53_00010	pQBR55_00010	pQBR55R_00010						
g0129_0004	g0129	NA	Peptidase-S24 domain-containing protein	90	3	4	1	1	1	0	0	0	0	4	Peptidase-S24 domain-containing protein(4)	NA(4)	450	450	450.00	77	1							pQG3rel01_00009	pQG3rel02_00026			pQG3rel05_00019	pQG3rel06_00023
g0200_0001	g0200	NA	Amino acid adenylation	60	2	4	1	1	1	0	0	0	0	4	Amino acid adenylation(3):hypothetical protein(1)	NA(4)	138	201	153.75	78	1				pQBR53_00014	pQBR55_00014	pQBR55R_00014		pQG3rel02_00006				
g0145_0004	g0145	NA	Transposase	90	3	4	1	1	1	0	0	0	0	4	Transposase(4)	NA(4)	234	234	234.00	79	1		pQBR132_00141							pQG3rel03_00134	pQG3rel04_00142	pQG3rel05_00132	
g0109_0003	g0109	NA	PH domain-containing protein	80	3	4	1	1	1	0	0	0	0	4	PH domain-containing protein(4)	NA(4)	2031	2034	2031.75	80	1							pQG3rel01_00144	pQG3rel02_00183			pQG3rel05_00144	pQG3rel06_00199
g0115_0003	g0115	NA	acyltransferase	80	3	4	1	1	1	0	0	0	0	4	acyltransferase(4)	NA(4)	1206	1206	1206.00	81	1							pQG3rel01_00180	pQG3rel02_00211			pQG3rel05_00189	pQG3rel06_00237
g0028_0004	g0028	NA	hypothetical protein	90	6	4	1	1	1	2	0	2	0	4	hypothetical protein(4):AIPR protein(2)	NA(6)	519	3348	2030.50	82	1							pQG3rel01_00132	(pQG3rel02_00151:pQG3rel02_00152)			pQG3rel05_00119	(pQG3rel06_00162:pQG3rel06_00165)
g0642_0006	g0642	NA	hypothetical protein	98	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	156	156	156.00	83	1	pQBR127_00164			pQBR53_00186	pQBR55_00185	pQBR55R_00161						
g0091_0003	g0091	NA	DUF2591 domain-containing protein	80	4	4	1	1	1	0	0	0	0	4	DUF2591 domain-containing protein(4)	NA(4)	645	711	678.00	84	1							pQG3rel01_00147	pQG3rel02_00186			pQG3rel05_00147	pQG3rel06_00202
g0415_0006	g0415	NA	DUF4363 domain-containing protein	98	1	4	1	1	1	0	0	0	0	4	DUF4363 domain-containing protein(4)	NA(4)	441	441	441.00	85	1	pQBR127_00125			pQBR53_00148	pQBR55_00147	pQBR55R_00123						
g0138_0003	g0138	NA	HU family DNA-binding protein	80	3	4	1	1	1	0	0	0	0	4	HU family DNA-binding protein(3):DNA-binding protein HU(1)	NA(4)	273	273	273.00	86	1							pQG3rel01_00121	pQG3rel02_00119			pQG3rel05_00110	pQG3rel06_00153
g0159	g0159	NA	GNAT family N-acetyltransferase	50	2	3	1	1	1	0	0	0	0	3	GNAT family N-acetyltransferase(2):N-acetyltransferase(1)	NA(3)	684	711	693.00	87	1									pQG3rel03_00086	pQG3rel04_00090	pQG3rel05_00186	
g0134_0002	g0134	NA	SH3 domain-containing protein	70	3	3	1	1	1	0	0	0	0	3	SH3 domain-containing protein(3)	NA(3)	294	324	304.00	87	2							pQG3rel01_00178				pQG3rel05_00187	pQG3rel06_00235
g0130_0003	g0130	NA	hypothetical protein	80	3	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	390	390	390.00	87	3							pQG3rel01_00179				pQG3rel05_00188	pQG3rel06_00236
g0184_0002	g0184	NA	Prophage protein	70	2	3	1	1	1	0	0	0	0	3	Prophage protein(2):hypothetical protein(1)	NA(3)	234	321	263.00	88	1									pQG3rel03_00046	pQG3rel04_00047	pQG3rel05_00178	
g0167_0003	g0167	NA	AAA domain-containing protein	80	2	3	1	1	1	0	0	0	0	3	AAA domain-containing protein(3)	NA(3)	342	519	460.00	89	1							pQG3rel01_00080	pQG3rel02_00081				pQG3rel06_00080
g0178_0003	g0178	NA	hypothetical protein	80	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	345	345	345.00	90	1								pQG3rel02_00176			pQG3rel05_00135	pQG3rel06_00188
g0156_0003	g0156	hipA	HipA domain-containing protein	80	2	3	1	1	1	0	0	0	0	3	HipA domain-containing protein(2):Glutamate dehydrogenase (NADP(+))(1)	hipA(2):NA(1)	228	1320	956.00	91	1							pQG3rel01_00169	pQG3rel02_00197				pQG3rel06_00213
g0193_0002	g0193	NA	hypothetical protein	70	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	237	237	237.00	92	1		pQBR132_00136							pQG3rel03_00083	pQG3rel04_00087		
g0142_0003	g0142	NA	Antitoxin	80	3	3	1	1	1	0	0	0	0	3	Antitoxin(2):SAM-dependent methyltransferase(1)	NA(3)	240	240	240.00	93	1		pQBR132_00143									pQG3rel05_00180	pQG3rel06_00229
g0202_0002	g0202	NA	Transcriptional regulator	70	2	3	1	1	1	0	0	0	0	3	Transcriptional regulator(2):REM-1 domain-containing protein(1)	NA(3)	189	189	189.00	94	1								pQG3rel02_00158	pQG3rel03_00088	pQG3rel04_00092		
g0188_0002	g0188	NA	Phage protein	70	2	3	1	1	1	0	0	0	0	3	Phage protein(3)	NA(3)	273	273	273.00	95	1								pQG3rel02_00212			pQG3rel05_00190	pQG3rel06_00238
g0163_0005	g0163	iclR	IclR family transcriptional regulator	95	2	3	1	1	1	0	0	0	0	3	IclR family transcriptional regulator(3)	iclR(3)	555	555	555.00	96	1								pQG3rel02_00003			pQG3rel05_00003	pQG3rel06_00003
g0125_0004	g0125	NA	DUF4375 domain-containing protein	90	3	3	1	1	1	0	0	0	0	3	DUF4375 domain-containing protein(3)	NA(3)	489	489	489.00	97	1								pQG3rel02_00017			pQG3rel05_00007	pQG3rel06_00015
g0139_0002	g0139	NA	hypothetical protein	70	3	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	264	264	264.00	98	1								pQG3rel02_00061			pQG3rel05_00054	pQG3rel06_00058
g0164	g0164	NA	Ferredoxin	50	2	3	1	1	1	0	0	0	0	3	Ferredoxin(2):hypothetical protein(1)	NA(3)	423	540	462.00	99	1							pQG3rel01_00157		pQG3rel03_00080	pQG3rel04_00084		
g0143_0004	g0143	NA	hypothetical protein	90	3	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	237	237	237.00	100	1								pQG3rel02_00021			pQG3rel05_00014	pQG3rel06_00018
g0165_0004	g0165	NA	DUF3237 domain-containing protein	90	2	3	1	1	1	0	0	0	0	3	DUF3237 domain-containing protein(3)	NA(3)	534	534	534.00	101	1									pQG3rel03_00133	pQG3rel04_00141	pQG3rel05_00173	
g0215_0006	g0215	NA	Tn3 family transposase	98	1	2	1	1	1	0	0	0	0	2	Tn3 family transposase(2)	NA(2)	3006	3006	3006.00	102	1				pQBR53_00088	pQBR55_00047							
g0462_0006	g0462	tnpC	Tn3 family transposase post-transcriptional regulator TnpC	98	1	2	1	1	1	0	0	0	0	2	Tn3 family transposase post-transcriptional regulator TnpC(2)	tnpC(2)	363	363	363.00	102	2				pQBR53_00089	pQBR55_00046							
g0518_0006	g0518	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	297	297	297.00	102	3				pQBR53_00090	pQBR55_00045							
g0273_0006	g0273	mrdH	Ni(II)/Co(II) efflux transporter permease subunit MrdH	98	1	2	1	1	1	0	0	0	0	2	Ni(II)/Co(II) efflux transporter permease subunit MrdH(2)	mrdH(2)	1134	1134	1134.00	102	4				pQBR53_00091	pQBR55_00044							
g0512_0006	g0512	mreA	metal-sensing transcriptional repressor MreA	98	1	2	1	1	1	0	0	0	0	2	metal-sensing transcriptional repressor MreA(2)	mreA(2)	306	306	306.00	102	5				pQBR53_00092	pQBR55_00043							
g0467_0006	g0467	czcI	Cobalt-zinc-cadmium resistance protein CzcI	98	1	2	1	1	1	0	0	0	0	2	Cobalt-zinc-cadmium resistance protein CzcI(2)	czcI(2)	360	360	360.00	102	6				pQBR53_00093	pQBR55_00042							
g0656_0006	g0656	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	129	129	129.00	102	7				pQBR53_00094	pQBR55_00041							
g0630_0006	g0630	NA	DUF3265 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF3265 domain-containing protein(2)	NA(2)	174	174	174.00	102	8				pQBR53_00095	pQBR55_00040							
g0285_0006	g0285	tnp	IS5 family transposase	98	1	2	1	1	1	0	0	0	0	2	IS5 family transposase(2)	tnp(2)	1038	1038	1038.00	102	9				pQBR53_00096	pQBR55_00039							
g0445_0006	g0445	NA	Diacylglycerol kinase	98	1	2	1	1	1	0	0	0	0	2	Diacylglycerol kinase(2)	NA(2)	396	396	396.00	102	10				pQBR53_00097	pQBR55_00038							
g0236_0006	g0236	mdoB	Phosphoglycerol transferase MdoB/OpgB%2C AlkP superfamily	98	1	2	1	1	1	0	0	0	0	2	Phosphoglycerol transferase MdoB/OpgB%2C AlkP superfamily(2)	mdoB(2)	1653	1653	1653.00	102	11				pQBR53_00098	pQBR55_00037							
g0550_0006	g0550	tnp	IS3 family transposase ORF A	98	1	2	1	1	1	0	0	0	0	2	IS3 family transposase ORF A(2)	tnp(2)	267	267	267.00	102	12				pQBR53_00099	pQBR55_00036							
g0503_0006	g0503	tnp	IS3 family ISPpu33 transposase ORF A	98	1	2	1	1	1	0	0	0	0	2	IS3 family ISPpu33 transposase ORF A(2)	tnp(2)	312	312	312.00	102	13				pQBR53_00100	pQBR55_00035							
g0309_0006	g0309	tnp	IS3 family ISPpu33 transposase ORF B	98	1	2	1	1	1	0	0	0	0	2	IS3 family ISPpu33 transposase ORF B(2)	tnp(2)	906	906	906.00	102	14				pQBR53_00101	pQBR55_00034							
g0461_0006	g0461	NA	Zn-protease domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	Zn-protease domain-containing protein(2)	NA(2)	363	363	363.00	102	15				pQBR53_00102	pQBR55_00033							
g0502_0006	g0502	ykvA	DUF1232 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF1232 domain-containing protein(2)	ykvA(2)	312	312	312.00	102	16				pQBR53_00103	pQBR55_00032							
g0582_0006	g0582	NA	MFS domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	MFS domain-containing protein(2)	NA(2)	237	237	237.00	102	17				pQBR53_00104	pQBR55_00031							
g0300_0006	g0300	xerD	Site-specific recombinase XerD	98	1	2	1	1	1	0	0	0	0	2	Site-specific recombinase XerD(2)	xerD(2)	972	972	972.00	102	18				pQBR53_00105	pQBR55_00030							
g0292_0006	g0292	NA	Tn4652 cointegrate resolution protein	98	1	2	1	1	1	0	0	0	0	2	Tn4652 cointegrate resolution protein(2)	NA(2)	999	999	999.00	102	19				pQBR53_00106	pQBR55_00029							
g0363_0006	g0363	NA	Uncharacterized protein PA14_35840	98	1	2	1	1	1	0	0	0	0	2	Uncharacterized protein PA14_35840(2)	NA(2)	645	645	645.00	102	20				pQBR53_00107	pQBR55_00028							
g0402_0006	g0402	NA	CHAD domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	CHAD domain-containing protein(2)	NA(2)	480	480	480.00	102	21				pQBR53_00108	pQBR55_00027							
g0635_0006	g0635	NA	ANTAR domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	ANTAR domain-containing protein(2)	NA(2)	168	168	168.00	102	22				pQBR53_00109	pQBR55_00026							
g0501_0006	g0501	NA	AbiEi antitoxin of type IV toxin-antitoxin system	98	1	2	1	1	1	0	0	0	0	2	AbiEi antitoxin of type IV toxin-antitoxin system(2)	NA(2)	312	312	312.00	102	23				pQBR53_00110	pQBR55_00025							
g0622_0006	g0622	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	180	180	180.00	102	24				pQBR53_00111	pQBR55_00024							
g0623_0006	g0623	NA	Conserved domain protein	98	1	2	1	1	1	0	0	0	0	2	Conserved domain protein(2)	NA(2)	180	180	180.00	103	1									pQG3rel03_00016	pQG3rel04_00016		
g0106_2_0012	g0106_2	murJ	Lipid II flippase MurJ	98	1	2	1	1	1	0	0	0	0	2	Lipid II flippase MurJ(2)	murJ(2)	246	246	246.00	103	2									pQG3rel03_00015	pQG3rel04_00015		
g0618_0006	g0618	NA	TFIIS-type domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	TFIIS-type domain-containing protein(2)	NA(2)	189	189	189.00	103	3									pQG3rel03_00014	pQG3rel04_00014		
g0647_0006	g0647	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	153	153	153.00	103	4									pQG3rel03_00013	pQG3rel04_00013		
g0567_0006	g0567	NA	DUF3562 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF3562 domain-containing protein(2)	NA(2)	255	255	255.00	103	5									pQG3rel03_00012	pQG3rel04_00012		
g0323_0006	g0323	NA	HEPN domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	HEPN domain-containing protein(2)	NA(2)	786	786	786.00	103	6									pQG3rel03_00011	pQG3rel04_00011		
g0170_1_0006	g0170_1	NA	DUF3700 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF3700 domain-containing protein(2)	NA(2)	453	453	453.00	103	7									pQG3rel03_00010	pQG3rel04_00010		
g0633_0006	g0633	NA	Phage protein	98	1	2	1	1	1	0	0	0	0	2	Phage protein(2)	NA(2)	171	171	171.00	103	8									pQG3rel03_00009	pQG3rel04_00009		
