allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d
g0339_0006	g0339	NA	CheR-type methyltransferase domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	CheR-type methyltransferase domain-containing protein(10)	NA(10)	792	792	792.00	8	14	pQBR103_00031		pQBR11d_00032	pQBR124_00031	pQBR4_00031	pQBR43_00031	pQBR44d_00031	pQBR47p_00031	pQBR49_00031	pQBR5_00031	pQBR50d_00031
g0227_0006	g0227	NA	Methyl-accepting transducer domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	Methyl-accepting transducer domain-containing protein(10)	NA(10)	1992	1992	1992.00	8	15	pQBR103_00032		pQBR11d_00033	pQBR124_00032	pQBR4_00032	pQBR43_00032	pQBR44d_00032	pQBR47p_00032	pQBR49_00032	pQBR5_00032	pQBR50d_00032
g0441_0006	g0441	NA	CheW-like domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	CheW-like domain-containing protein(10)	NA(10)	486	486	486.00	8	16	pQBR103_00033		pQBR11d_00034	pQBR124_00033	pQBR4_00033	pQBR43_00033	pQBR44d_00033	pQBR47p_00033	pQBR49_00033	pQBR5_00033	pQBR50d_00033
g0501_0006	g0501	NA	Transcriptional regulator	98	1	10	1	1	1	0	0	0	0	10	Transcriptional regulator(10)	NA(10)	381	381	381.00	8	17	pQBR103_00034		pQBR11d_00035	pQBR124_00034	pQBR4_00034	pQBR43_00034	pQBR44d_00034	pQBR47p_00034	pQBR49_00034	pQBR5_00034	pQBR50d_00034
g0367_0006	g0367	rusA	RusA family crossover junction endodeoxyribonuclease	98	1	10	1	1	1	0	0	0	0	10	RusA family crossover junction endodeoxyribonuclease(10)	rusA(10)	678	678	678.00	8	18	pQBR103_00035		pQBR11d_00036	pQBR124_00035	pQBR4_00035	pQBR43_00035	pQBR44d_00035	pQBR47p_00035	pQBR49_00035	pQBR5_00035	pQBR50d_00035
g0325_0006	g0325	parB	putative chromosome-partitioning protein ParB	98	1	10	1	1	1	0	0	0	0	10	putative chromosome-partitioning protein ParB(10)	parB(10)	861	861	861.00	8	19	pQBR103_00036		pQBR11d_00037	pQBR124_00036	pQBR4_00036	pQBR43_00036	pQBR44d_00036	pQBR47p_00036	pQBR49_00036	pQBR5_00036	pQBR50d_00036
g0236_0006	g0236	NA	TPR-REGION domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	TPR-REGION domain-containing protein(10)	NA(10)	1716	1716	1716.00	8	20	pQBR103_00037		pQBR11d_00038	pQBR124_00037	pQBR4_00037	pQBR43_00037	pQBR44d_00037	pQBR47p_00037	pQBR49_00037	pQBR5_00037	pQBR50d_00037
g0326_0006	g0326	NA	AAA-31 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	AAA-31 domain-containing protein(10)	NA(10)	852	852	852.00	8	21	pQBR103_00038		pQBR11d_00039	pQBR124_00038	pQBR4_00038	pQBR43_00038	pQBR44d_00038	pQBR47p_00038	pQBR49_00038	pQBR5_00038	pQBR50d_00038
g0274_0006	g0274	parB	ParB domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	ParB domain-containing protein(10)	parB(10)	1212	1212	1212.00	8	22	pQBR103_00039		pQBR11d_00040	pQBR124_00039	pQBR4_00039	pQBR43_00039	pQBR44d_00039	pQBR47p_00039	pQBR49_00039	pQBR5_00039	pQBR50d_00039
g0266_0006	g0266	NA	Toprim domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	Toprim domain-containing protein(10)	NA(10)	1257	1257	1257.00	8	23	pQBR103_00041		pQBR11d_00042	pQBR124_00040	pQBR4_00040	pQBR43_00040	pQBR44d_00040	pQBR47p_00040	pQBR49_00040	pQBR5_00040	pQBR50d_00040
g0148_0004	g0148	NA	Putative transmembrane protein	90	2	10	1	1	1	0	0	0	0	10	Putative transmembrane protein(10)	NA(10)	786	786	786.00	9	1	pQBR103_00425	pQBR106p_00019	pQBR11d_00443	pQBR124_00422	pQBR4_00490	pQBR43_00489	pQBR44d_00041		pQBR49_00507	pQBR5_00422	pQBR50d_00477
g0404_0006	g0404	NA	DUF3846 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF3846 domain-containing protein(10)	NA(10)	600	600	600.00	9	2	pQBR103_00426	pQBR106p_00020	pQBR11d_00444	pQBR124_00423	pQBR4_00491	pQBR43_00490	pQBR44d_00042		pQBR49_00508	pQBR5_00423	pQBR50d_00478
g0537_0006	g0537	NA	DUF3301 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF3301 domain-containing protein(10)	NA(10)	330	330	330.00	9	3	pQBR103_00427	pQBR106p_00021	pQBR11d_00445	pQBR124_00424	pQBR4_00492	pQBR43_00491	pQBR44d_00043		pQBR49_00509	pQBR5_00424	pQBR50d_00479
g0306_0006	g0306	NA	DNA-binding protein	98	1	10	1	1	1	0	0	0	0	10	DNA-binding protein(9):hypothetical protein(1)	NA(10)	918	990	925.20	9	4	pQBR103_00428	pQBR106p_00022	pQBR11d_00446	pQBR124_00425	pQBR4_00493	pQBR43_00492	pQBR44d_00044		pQBR49_00510	pQBR5_00425	pQBR50d_00480
g0539_0006	g0539	NA	DUF4262 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF4262 domain-containing protein(10)	NA(10)	327	327	327.00	9	5	pQBR103_00429	pQBR106p_00023	pQBR11d_00447	pQBR124_00426	pQBR4_00494	pQBR43_00493	pQBR44d_00045		pQBR49_00511	pQBR5_00426	pQBR50d_00481
g0364_0006	g0364	NA	Glyco-hydro-15 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	Glyco-hydro-15 domain-containing protein(10)	NA(10)	690	690	690.00	9	6	pQBR103_00430	pQBR106p_00024	pQBR11d_00448	pQBR124_00427	pQBR4_00495	pQBR43_00494	pQBR44d_00046		pQBR49_00512	pQBR5_00427	pQBR50d_00482
g0615_0006	g0615	NA	Phage tail protein	98	1	10	1	1	1	0	0	0	0	10	Phage tail protein(10)	NA(10)	222	222	222.00	9	7	pQBR103_00431	pQBR106p_00025	pQBR11d_00449	pQBR124_00428	pQBR4_00496	pQBR43_00495	pQBR44d_00047		pQBR49_00513	pQBR5_00428	pQBR50d_00483
g0447_0006	g0447	NA	4a-hydroxytetrahydrobiopterin dehydratase	98	1	10	1	1	1	0	0	0	0	10	4a-hydroxytetrahydrobiopterin dehydratase(10)	NA(10)	483	483	483.00	9	8	pQBR103_00432	pQBR106p_00026	pQBR11d_00450	pQBR124_00429	pQBR4_00497	pQBR43_00496	pQBR44d_00048		pQBR49_00514	pQBR5_00429	pQBR50d_00484
g0209_0005	g0209	NA	hypothetical protein	95	2	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	147	147	147.00	10	1		pQBR106p_00061	pQBR11d_00485	pQBR124_00464	pQBR4_00532	pQBR43_00531	pQBR44d_00083	pQBR47p_00256	pQBR49_00549	pQBR5_00464	pQBR50d_00519
g0578_0006	g0578	NA	hypothetical protein	98	1	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	279	279	279.00	11	1	pQBR103_00507	pQBR106p_00111		pQBR124_00514	pQBR4_00625	pQBR43_00581	pQBR44d_00133	pQBR47p_00306	pQBR49_00636	pQBR5_00557	pQBR50d_00651
g0150_0005	g0150	NA	Tail assembly chaperone	95	2	10	1	1	1	0	0	0	0	10	Tail assembly chaperone(10)	NA(10)	732	732	732.00	12	1	pQBR103_00516	pQBR106p_00120	pQBR11d_00534	pQBR124_00523	pQBR4_00634	pQBR43_00590	pQBR44d_00142		pQBR49_00645	pQBR5_00566	pQBR50d_00660
g0129_0002	g0129	NA	zf-C2H2-3 domain-containing protein	70	2	9	1	1	1	0	0	0	0	9	zf-C2H2-3 domain-containing protein(9)	NA(9)	1182	1212	1185.33	13	1	pQBR103_00138		pQBR11d_00149	pQBR124_00137	pQBR4_00137	pQBR43_00137		pQBR47p_00137	pQBR49_00137	pQBR5_00137	pQBR50d_00137
g0184_0004	g0184	NA	Transcriptional regulator	90	2	9	1	1	1	0	0	0	0	9	Transcriptional regulator(9)	NA(9)	372	372	372.00	13	2	pQBR103_00136		pQBR11d_00147	pQBR124_00135	pQBR4_00135	pQBR43_00135		pQBR47p_00135	pQBR49_00135	pQBR5_00135	pQBR50d_00135
g0118_0004	g0118	NA	DNA repair protein	90	2	9	1	1	1	0	0	0	0	9	DNA repair protein(9)	NA(9)	5247	5247	5247.00	13	3	pQBR103_00135		pQBR11d_00146	pQBR124_00134	pQBR4_00134	pQBR43_00134		pQBR47p_00134	pQBR49_00134	pQBR5_00134	pQBR50d_00134
g0229_0006	g0229	NA	PHB domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PHB domain-containing protein(9)	NA(9)	1932	1932	1932.00	13	4	pQBR103_00134		pQBR11d_00145	pQBR124_00133	pQBR4_00133	pQBR43_00133		pQBR47p_00133	pQBR49_00133	pQBR5_00133	pQBR50d_00133
g0395_0006	g0395	NA	Putative transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(9)	NA(9)	621	621	621.00	13	5	pQBR103_00133		pQBR11d_00144	pQBR124_00132	pQBR4_00132	pQBR43_00132		pQBR47p_00132	pQBR49_00132	pQBR5_00132	pQBR50d_00132
g0284_0006	g0284	NA	GSP-synth domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	GSP-synth domain-containing protein(9)	NA(9)	1158	1158	1158.00	13	6	pQBR103_00132		pQBR11d_00143	pQBR124_00131	pQBR4_00131	pQBR43_00131		pQBR47p_00131	pQBR49_00131	pQBR5_00131	pQBR50d_00131
g0345_0006	g0345	NA	Lipoprotein	98	1	9	1	1	1	0	0	0	0	9	Lipoprotein(9)	NA(9)	765	765	765.00	13	7	pQBR103_00131		pQBR11d_00142	pQBR124_00130	pQBR4_00130	pQBR43_00130		pQBR47p_00130	pQBR49_00130	pQBR5_00130	pQBR50d_00130
g0479_0006	g0479	NA	Transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Transmembrane protein(9)	NA(9)	426	426	426.00	13	8	pQBR103_00130		pQBR11d_00141	pQBR124_00129	pQBR4_00129	pQBR43_00129		pQBR47p_00129	pQBR49_00129	pQBR5_00129	pQBR50d_00129
g0371_0006	g0371	NA	DUF2491 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF2491 domain-containing protein(9)	NA(9)	666	666	666.00	13	9	pQBR103_00129		pQBR11d_00140	pQBR124_00128	pQBR4_00128	pQBR43_00128		pQBR47p_00128	pQBR49_00128	pQBR5_00128	pQBR50d_00128
g0415_0006	g0415	NA	Putative transmembrane rhomboid family protein	98	1	9	1	1	1	0	0	0	0	9	Putative transmembrane rhomboid family protein(9)	NA(9)	549	549	549.00	13	10	pQBR103_00128		pQBR11d_00139	pQBR124_00127	pQBR4_00127	pQBR43_00127		pQBR47p_00127	pQBR49_00127	pQBR5_00127	pQBR50d_00127
g0358_0006	g0358	NA	PspA/IM30 family protein	98	1	9	1	1	1	0	0	0	0	9	PspA/IM30 family protein(9)	NA(9)	699	699	699.00	13	11	pQBR103_00127		pQBR11d_00138	pQBR124_00126	pQBR4_00126	pQBR43_00126		pQBR47p_00126	pQBR49_00126	pQBR5_00126	pQBR50d_00126
g0381_0006	g0381	NA	DUF2170 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF2170 domain-containing protein(9)	NA(9)	648	648	648.00	13	12	pQBR103_00126		pQBR11d_00137	pQBR124_00125	pQBR4_00125	pQBR43_00125		pQBR47p_00125	pQBR49_00125	pQBR5_00125	pQBR50d_00125
g0372_0006	g0372	NA	PG-binding-3 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PG-binding-3 domain-containing protein(9)	NA(9)	663	663	663.00	13	13	pQBR103_00125		pQBR11d_00136	pQBR124_00124	pQBR4_00124	pQBR43_00124		pQBR47p_00124	pQBR49_00124	pQBR5_00124	pQBR50d_00124
g0262_0006	g0262	NA	Methyltransferase	98	1	9	1	1	1	0	0	0	0	9	Methyltransferase(9)	NA(9)	1281	1281	1281.00	13	14	pQBR103_00124		pQBR11d_00135	pQBR124_00123	pQBR4_00123	pQBR43_00123		pQBR47p_00123	pQBR49_00123	pQBR5_00123	pQBR50d_00123
g0492_0006	g0492	NA	Transglut-core3 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Transglut-core3 domain-containing protein(8):hypothetical protein(1)	NA(9)	213	402	381.00	13	15	pQBR103_00123		pQBR11d_00124	pQBR124_00122	pQBR4_00122	pQBR43_00122		pQBR47p_00122	pQBR49_00122	pQBR5_00122	pQBR50d_00122
g0220_0006	g0220	NA	Putative UvrD/Rep family helicase	98	1	9	1	1	1	0	0	0	0	9	Putative UvrD/Rep family helicase(9)	NA(9)	2415	2415	2415.00	13	16	pQBR103_00122		pQBR11d_00123	pQBR124_00121	pQBR4_00121	pQBR43_00121		pQBR47p_00121	pQBR49_00121	pQBR5_00121	pQBR50d_00121
g0380_0006	g0380	NA	Putative cyclic amp receptor-family protein	98	1	9	1	1	1	0	0	0	0	9	Putative cyclic amp receptor-family protein(9)	NA(9)	648	648	648.00	13	17	pQBR103_00121		pQBR11d_00122	pQBR124_00120	pQBR4_00120	pQBR43_00120		pQBR47p_00120	pQBR49_00120	pQBR5_00120	pQBR50d_00120
g0582_0006	g0582	NA	Secreted protein	98	1	9	1	1	1	0	0	0	0	9	Secreted protein(9)	NA(9)	270	270	270.00	13	18	pQBR103_00120		pQBR11d_00121	pQBR124_00119	pQBR4_00119	pQBR43_00119		pQBR47p_00119	pQBR49_00119	pQBR5_00119	pQBR50d_00119
g0529_0006	g0529	NA	Putative transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(9)	NA(9)	339	339	339.00	13	19	pQBR103_00119		pQBR11d_00120	pQBR124_00118	pQBR4_00118	pQBR43_00118		pQBR47p_00118	pQBR49_00118	pQBR5_00118	pQBR50d_00118
g0648_0006	g0648	NA	hypothetical protein	98	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	156	156	156.00	13	20	pQBR103_00118		pQBR11d_00119	pQBR124_00117	pQBR4_00117	pQBR43_00117		pQBR47p_00117	pQBR49_00117	pQBR5_00117	pQBR50d_00117
g0513_0006	g0513	NA	Putative transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(9)	NA(9)	369	369	369.00	13	21	pQBR103_00117		pQBR11d_00118	pQBR124_00116	pQBR4_00116	pQBR43_00116		pQBR47p_00116	pQBR49_00116	pQBR5_00116	pQBR50d_00116
g0517_0006	g0517	NA	Lytic transglycosylase	98	1	9	1	1	1	0	0	0	0	9	Lytic transglycosylase(9)	NA(9)	357	357	357.00	13	22	pQBR103_00116		pQBR11d_00117	pQBR124_00115	pQBR4_00115	pQBR43_00115		pQBR47p_00115	pQBR49_00115	pQBR5_00115	pQBR50d_00115
g0460_0006	g0460	NA	PaREP2b	98	1	9	1	1	1	0	0	0	0	9	PaREP2b(9)	NA(9)	459	459	459.00	13	23	pQBR103_00115		pQBR11d_00116	pQBR124_00114	pQBR4_00114	pQBR43_00114		pQBR47p_00114	pQBR49_00114	pQBR5_00114	pQBR50d_00114
g0598_0006	g0598	NA	Type III secretion system protein	98	1	9	1	1	1	0	0	0	0	9	Type III secretion system protein(9)	NA(9)	237	237	237.00	13	24	pQBR103_00114		pQBR11d_00115	pQBR124_00113	pQBR4_00113	pQBR43_00113		pQBR47p_00113	pQBR49_00113	pQBR5_00113	pQBR50d_00113
g0649_0006	g0649	NA	hypothetical protein	98	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	138	138	138.00	13	25	pQBR103_00113		pQBR11d_00114	pQBR124_00112	pQBR4_00112	pQBR43_00112		pQBR47p_00112	pQBR49_00112	pQBR5_00112	pQBR50d_00112
g0466_0006	g0466	NA	Putative exported protein	98	1	9	1	1	1	0	0	0	0	9	Putative exported protein(9)	NA(9)	450	450	450.00	13	26	pQBR103_00112		pQBR11d_00113	pQBR124_00111	pQBR4_00111	pQBR43_00111		pQBR47p_00111	pQBR49_00111	pQBR5_00111	pQBR50d_00111
g0607_0006	g0607	NA	Cytochrome B5	98	1	9	1	1	1	0	0	0	0	9	Cytochrome B5(9)	NA(9)	231	231	231.00	13	27	pQBR103_00111		pQBR11d_00112	pQBR124_00110	pQBR4_00110	pQBR43_00110		pQBR47p_00110	pQBR49_00110	pQBR5_00110	pQBR50d_00110
g0289_0006	g0289	NA	Endonuclease/exonuclease/phosphatase family protein	98	1	9	1	1	1	0	0	0	0	9	Endonuclease/exonuclease/phosphatase family protein(9)	NA(9)	1113	1113	1113.00	13	28	pQBR103_00109		pQBR11d_00110	pQBR124_00108	pQBR4_00108	pQBR43_00108		pQBR47p_00108	pQBR49_00108	pQBR5_00108	pQBR50d_00108
g0397_0006	g0397	NA	DUF922 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF922 domain-containing protein(9)	NA(9)	618	618	618.00	13	29	pQBR103_00108		pQBR11d_00109	pQBR124_00107	pQBR4_00107	pQBR43_00107		pQBR47p_00107	pQBR49_00107	pQBR5_00107	pQBR50d_00107
g0239_0006	g0239	NA	TPR-REGION domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	TPR-REGION domain-containing protein(9)	NA(9)	1653	1653	1653.00	13	30	pQBR103_00107		pQBR11d_00108	pQBR124_00106	pQBR4_00106	pQBR43_00106		pQBR47p_00106	pQBR49_00106	pQBR5_00106	pQBR50d_00106
g0308_0006	g0308	NA	Integrase catalytic domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Integrase catalytic domain-containing protein(9)	NA(9)	981	981	981.00	13	31	pQBR103_00106		pQBR11d_00107	pQBR124_00105	pQBR4_00105	pQBR43_00105		pQBR47p_00105	pQBR49_00105	pQBR5_00105	pQBR50d_00105
g0416_0006	g0416	NA	Sel1 repeat family protein	98	1	9	1	1	1	0	0	0	0	9	Sel1 repeat family protein(9)	NA(9)	534	534	534.00	13	32	pQBR103_00105		pQBR11d_00106	pQBR124_00104	pQBR4_00104	pQBR43_00104		pQBR47p_00104	pQBR49_00104	pQBR5_00104	pQBR50d_00104
g0283_0006	g0283	NA	DNA helicase	98	1	9	1	1	1	0	0	0	0	9	DNA helicase(9)	NA(9)	1158	1158	1158.00	13	33	pQBR103_00104		pQBR11d_00105	pQBR124_00103	pQBR4_00103	pQBR43_00103		pQBR47p_00103	pQBR49_00103	pQBR5_00103	pQBR50d_00103
g0512_0006	g0512	pilZ	PilZ domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PilZ domain-containing protein(9)	pilZ(9)	369	369	369.00	13	34	pQBR103_00103		pQBR11d_00104	pQBR124_00102	pQBR4_00102	pQBR43_00102		pQBR47p_00102	pQBR49_00102	pQBR5_00102	pQBR50d_00102
g0311_0006	g0311	NA	Transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Transmembrane protein(9)	NA(9)	966	966	966.00	13	35	pQBR103_00102		pQBR11d_00103	pQBR124_00101	pQBR4_00101	pQBR43_00101		pQBR47p_00101	pQBR49_00101	pQBR5_00101	pQBR50d_00101
g0584_0006	g0584	NA	Peroxisomal membrane protein PEX16	98	1	9	1	1	1	0	0	0	0	9	Peroxisomal membrane protein PEX16(9)	NA(9)	267	267	267.00	13	36	pQBR103_00101		pQBR11d_00102	pQBR124_00100	pQBR4_00100	pQBR43_00100		pQBR47p_00100	pQBR49_00100	pQBR5_00100	pQBR50d_00100
g0486_0006	g0486	NA	30S ribosomal protein S10	98	1	9	1	1	1	0	0	0	0	9	30S ribosomal protein S10(9)	NA(9)	414	414	414.00	13	37	pQBR103_00100		pQBR11d_00101	pQBR124_00099	pQBR4_00099	pQBR43_00099		pQBR47p_00099	pQBR49_00099	pQBR5_00099	pQBR50d_00099
g0350_0006	g0350	NA	Crp/Fnr family transcriptional regulator	98	1	9	1	1	1	0	0	0	0	9	Crp/Fnr family transcriptional regulator(9)	NA(9)	726	726	726.00	13	38	pQBR103_00099		pQBR11d_00100	pQBR124_00098	pQBR4_00098	pQBR43_00098		pQBR47p_00098	pQBR49_00098	pQBR5_00098	pQBR50d_00098
g0614_0006	g0614	yjcZ	Sporulation protein YjcZ	98	1	9	1	1	1	0	0	0	0	9	Sporulation protein YjcZ(9)	yjcZ(9)	222	222	222.00	13	39	pQBR103_00098		pQBR11d_00099	pQBR124_00097	pQBR4_00097	pQBR43_00097		pQBR47p_00097	pQBR49_00097	pQBR5_00097	pQBR50d_00097
g0423_0006	g0423	NA	PDDEXK-5 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PDDEXK-5 domain-containing protein(9)	NA(9)	525	525	525.00	13	40	pQBR103_00097		pQBR11d_00098	pQBR124_00096	pQBR4_00096	pQBR43_00096		pQBR47p_00096	pQBR49_00096	pQBR5_00096	pQBR50d_00096
g0213_0006	g0213	NA	DNA helicase	98	1	9	1	1	1	0	0	0	0	9	DNA helicase(9)	NA(9)	3366	3366	3366.00	13	41	pQBR103_00096		pQBR11d_00097	pQBR124_00095	pQBR4_00095	pQBR43_00095		pQBR47p_00095	pQBR49_00095	pQBR5_00095	pQBR50d_00095
g0217_0006	g0217	NA	PDDEXK-1 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PDDEXK-1 domain-containing protein(9)	NA(9)	2697	2697	2697.00	13	42	pQBR103_00095		pQBR11d_00096	pQBR124_00094	pQBR4_00094	pQBR43_00094		pQBR47p_00094	pQBR49_00094	pQBR5_00094	pQBR50d_00094
g0352_0006	g0352	NA	EAL domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	EAL domain-containing protein(9)	NA(9)	714	714	714.00	13	43	pQBR103_00094		pQBR11d_00095	pQBR124_00093	pQBR4_00093	pQBR43_00093		pQBR47p_00093	pQBR49_00093	pQBR5_00093	pQBR50d_00093
g0294_0006	g0294	NA	T2SP-E domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	T2SP-E domain-containing protein(9)	NA(9)	1038	1038	1038.00	13	44	pQBR103_00093		pQBR11d_00094	pQBR124_00092	pQBR4_00092	pQBR43_00092		pQBR47p_00092	pQBR49_00092	pQBR5_00092	pQBR50d_00092
g0282_0006	g0282	NA	Transcriptional regulator	98	1	9	1	1	1	0	0	0	0	9	Transcriptional regulator(9)	NA(9)	1170	1170	1170.00	13	45	pQBR103_00092		pQBR11d_00093	pQBR124_00091	pQBR4_00091	pQBR43_00091		pQBR47p_00091	pQBR49_00091	pQBR5_00091	pQBR50d_00091
g0541_0006	g0541	NA	DUF1330 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF1330 domain-containing protein(9)	NA(9)	321	321	321.00	13	46	pQBR103_00091		pQBR11d_00092	pQBR124_00090	pQBR4_00090	pQBR43_00090		pQBR47p_00090	pQBR49_00090	pQBR5_00090	pQBR50d_00090
g0268_0006	g0268	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1248	1248	1248.00	13	47	pQBR103_00090		pQBR11d_00091	pQBR124_00089	pQBR4_00089	pQBR43_00089		pQBR47p_00089	pQBR49_00089	pQBR5_00089	pQBR50d_00089
g0342_0006	g0342	NA	Transcription-repair coupling factor	98	1	9	1	1	1	0	0	0	0	9	Transcription-repair coupling factor(9)	NA(9)	780	780	780.00	13	48	pQBR103_00089		pQBR11d_00090	pQBR124_00088	pQBR4_00088	pQBR43_00088		pQBR47p_00088	pQBR49_00088	pQBR5_00088	pQBR50d_00088
g0382_0006	g0382	NA	Fe2OG dioxygenase domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Fe2OG dioxygenase domain-containing protein(9)	NA(9)	645	645	645.00	13	49	pQBR103_00088		pQBR11d_00089	pQBR124_00087	pQBR4_00087	pQBR43_00087		pQBR47p_00087	pQBR49_00087	pQBR5_00087	pQBR50d_00087
g0276_0006	g0276	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1197	1197	1197.00	13	50	pQBR103_00087		pQBR11d_00088	pQBR124_00086	pQBR4_00086	pQBR43_00086		pQBR47p_00086	pQBR49_00086	pQBR5_00086	pQBR50d_00086
g0241_0006	g0241	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1644	1644	1644.00	13	51	pQBR103_00086		pQBR11d_00087	pQBR124_00085	pQBR4_00085	pQBR43_00085		pQBR47p_00085	pQBR49_00085	pQBR5_00085	pQBR50d_00085
g0212_0006	g0212	NA	DUF4350 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF4350 domain-containing protein(9)	NA(9)	3432	3432	3432.00	13	52	pQBR103_00085		pQBR11d_00086	pQBR124_00084	pQBR4_00084	pQBR43_00084		pQBR47p_00084	pQBR49_00084	pQBR5_00084	pQBR50d_00084
g0232_0006	g0232	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1830	1830	1830.00	13	53	pQBR103_00084		pQBR11d_00085	pQBR124_00083	pQBR4_00083	pQBR43_00083		pQBR47p_00083	pQBR49_00083	pQBR5_00083	pQBR50d_00083
g0243_0006	g0243	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1620	1620	1620.00	13	54	pQBR103_00083		pQBR11d_00084	pQBR124_00082	pQBR4_00082	pQBR43_00082		pQBR47p_00082	pQBR49_00082	pQBR5_00082	pQBR50d_00082
g0292_0006	g0292	NA	Radical SAM protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM protein(9)	NA(9)	1059	1059	1059.00	13	55	pQBR103_00082		pQBR11d_00083	pQBR124_00081	pQBR4_00081	pQBR43_00081		pQBR47p_00081	pQBR49_00081	pQBR5_00081	pQBR50d_00081
g0248_0006	g0248	NA	Transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Transmembrane protein(9)	NA(9)	1572	1572	1572.00	13	56	pQBR103_00081		pQBR11d_00082	pQBR124_00080	pQBR4_00080	pQBR43_00080		pQBR47p_00080	pQBR49_00080	pQBR5_00080	pQBR50d_00080
g0506_0006	g0506	NA	Copper resistance protein	98	1	9	1	1	1	0	0	0	0	9	Copper resistance protein(9)	NA(9)	375	375	375.00	13	57	pQBR103_00080		pQBR11d_00081	pQBR124_00079	pQBR4_00079	pQBR43_00079		pQBR47p_00079	pQBR49_00079	pQBR5_00079	pQBR50d_00079
g0287_0006	g0287	NA	Radical SAM core domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM core domain-containing protein(9)	NA(9)	1119	1119	1119.00	13	58	pQBR103_00079		pQBR11d_00080	pQBR124_00078	pQBR4_00078	pQBR43_00078		pQBR47p_00078	pQBR49_00078	pQBR5_00078	pQBR50d_00078
g0285_0006	g0285	NA	Radical SAM core domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Radical SAM core domain-containing protein(9)	NA(9)	1143	1143	1143.00	13	59	pQBR103_00078		pQBR11d_00079	pQBR124_00077	pQBR4_00077	pQBR43_00077		pQBR47p_00077	pQBR49_00077	pQBR5_00077	pQBR50d_00077
