allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0322_0003	g0322	NA	DUF4065 domain-containing protein	80	2	14	1	1	1	0	0	0	0	14	DUF4065 domain-containing protein(9):DUF4379 domain-containing protein(5)	NA(14)	297	315	308.57	77	9	pQBR103_00416		pQBR11d_00434	pQBR124_00413	pQBR4_00437				pQBR49_00455	pQBR5_00413		pQG1rel01_00416	pQG1rel02_00338	pQG1rel03_00338	pQG1rel04_00515	pQG1rel05_00429		pQG1rel07_00429	pQG1rel08_00463	pQG1rel09_00421
g0256_0003	g0256	yecA	Nucleoside 2-deoxyribosyltransferase	80	3	14	1	1	1	0	0	0	0	14	Nucleoside 2-deoxyribosyltransferase(9):YecA family protein(5)	NA(9):yecA(5)	510	510	510.00	77	10	pQBR103_00417		pQBR11d_00435	pQBR124_00414	pQBR4_00438				pQBR49_00456	pQBR5_00414		pQG1rel01_00417	pQG1rel02_00339	pQG1rel03_00339	pQG1rel04_00516	pQG1rel05_00430		pQG1rel07_00430	pQG1rel08_00464	pQG1rel09_00422
g0335_0004	g0335	NA	Phage protein	90	3	14	1	1	1	0	0	0	0	14	Phage protein(9):Prophage protein(5)	NA(14)	264	264	264.00	77	11	pQBR103_00418		pQBR11d_00436	pQBR124_00415	pQBR4_00439				pQBR49_00457	pQBR5_00415		pQG1rel01_00418	pQG1rel02_00342	pQG1rel03_00342	pQG1rel04_00517	pQG1rel05_00431		pQG1rel07_00431	pQG1rel08_00465	pQG1rel09_00423
g0310_0004	g0310	NA	DUF1281 domain-containing protein	90	3	14	1	1	1	0	0	0	0	14	DUF1281 domain-containing protein(14)	NA(14)	333	333	333.00	77	12	pQBR103_00419		pQBR11d_00437	pQBR124_00416	pQBR4_00440				pQBR49_00458	pQBR5_00416		pQG1rel01_00419	pQG1rel02_00343	pQG1rel03_00343	pQG1rel04_00518	pQG1rel05_00432		pQG1rel07_00432	pQG1rel08_00466	pQG1rel09_00424
g0239_0004	g0239	NA	CBAH domain-containing protein	90	3	14	1	1	1	0	0	0	0	14	CBAH domain-containing protein(14)	NA(14)	648	678	667.29	77	13	pQBR103_00420		pQBR11d_00438	pQBR124_00417	pQBR4_00441				pQBR49_00459	pQBR5_00417		pQG1rel01_00420	pQG1rel02_00344	pQG1rel03_00344	pQG1rel04_00519	pQG1rel05_00433		pQG1rel07_00433	pQG1rel08_00467	pQG1rel09_00425
g0507_0004	g0507	parA	ParA family protein	90	2	14	1	1	1	0	0	0	0	14	ParA family protein(14)	parA(14)	357	357	357.00	77	14	pQBR103_00421		pQBR11d_00439	pQBR124_00418	pQBR4_00442				pQBR49_00460	pQBR5_00418		pQG1rel01_00421	pQG1rel02_00345	pQG1rel03_00345	pQG1rel04_00520	pQG1rel05_00434		pQG1rel07_00434	pQG1rel08_00468	pQG1rel09_00426
g0531_0004	g0531	NA	Conjugal transfer protein	90	2	14	1	1	1	0	0	0	0	14	Conjugal transfer protein(14)	NA(14)	279	279	279.00	77	15	pQBR103_00422		pQBR11d_00440	pQBR124_00419	pQBR4_00443				pQBR49_00461	pQBR5_00419		pQG1rel01_00422	pQG1rel02_00346	pQG1rel03_00346	pQG1rel04_00521	pQG1rel05_00435		pQG1rel07_00435	pQG1rel08_00469	pQG1rel09_00427
g0293_0005	g0293	NA	Methyltransferase	95	3	14	1	1	1	0	0	0	0	14	Methyltransferase(14)	NA(14)	411	411	411.00	77	16	pQBR103_00423		pQBR11d_00441	pQBR124_00420	pQBR4_00444				pQBR49_00462	pQBR5_00420		pQG1rel01_00423	pQG1rel02_00347	pQG1rel03_00347	pQG1rel04_00522	pQG1rel05_00436		pQG1rel07_00436	pQG1rel08_00470	pQG1rel09_00428
g0216_0003	g0216	NA	SCP domain-containing protein	80	3	14	1	1	1	0	0	0	0	14	SCP domain-containing protein(9):TerY-C domain-containing protein(5)	NA(14)	942	942	942.00	77	17	pQBR103_00424		pQBR11d_00442	pQBR124_00421	pQBR4_00445				pQBR49_00463	pQBR5_00421		pQG1rel01_00424	pQG1rel02_00348	pQG1rel03_00348	pQG1rel04_00523	pQG1rel05_00437		pQG1rel07_00437	pQG1rel08_00471	pQG1rel09_00429
g0076_0002	g0076	NA	RsbR%2C positive regulator of sigma-B	70	4	14	1	1	1	0	0	0	0	14	RsbR%2C positive regulator of sigma-B(11):DUF222 domain-containing protein(3)	NA(14)	909	1020	989.79	78	1	pQBR103_00382		pQBR11d_00400	pQBR124_00379	pQBR4_00403				pQBR49_00421	pQBR5_00379	pQBR50d_00379	pQG1rel01_00382			pQG1rel04_00491	pQG1rel05_00397	pQG1rel06_00430	pQG1rel07_00397	pQG1rel08_00429	pQG1rel09_00389
g0274_0004	g0274	eamA	EamA domain-containing protein	90	3	14	1	1	1	0	0	0	0	14	EamA domain-containing protein(11):Transmembrane protein(3)	eamA(11):NA(3)	426	468	459.00	78	2	pQBR103_00381		pQBR11d_00399	pQBR124_00378	pQBR4_00402				pQBR49_00420	pQBR5_00378	pQBR50d_00378	pQG1rel01_00381			pQG1rel04_00490	pQG1rel05_00396	pQG1rel06_00429	pQG1rel07_00396	pQG1rel08_00428	pQG1rel09_00388
g0255_0003	g0255	NA	DUF1281 domain-containing protein	80	3	14	1	1	1	0	0	0	0	14	DUF1281 domain-containing protein(11):Deoxyribodipyrimidine photolyase(3)	NA(14)	495	516	498.64	78	3	pQBR103_00380		pQBR11d_00398	pQBR124_00377	pQBR4_00401				pQBR49_00419	pQBR5_00377	pQBR50d_00377	pQG1rel01_00380			pQG1rel04_00489	pQG1rel05_00395	pQG1rel06_00428	pQG1rel07_00395	pQG1rel08_00427	pQG1rel09_00387
g0441_0004	g0441	NA	Abasic site processing protein	90	2	14	1	1	1	0	0	0	0	14	Abasic site processing protein(14)	NA(14)	639	651	639.86	78	4	pQBR103_00379		pQBR11d_00397	pQBR124_00376	pQBR4_00400				pQBR49_00418	pQBR5_00376	pQBR50d_00376	pQG1rel01_00379			pQG1rel04_00488	pQG1rel05_00394	pQG1rel06_00427	pQG1rel07_00394	pQG1rel08_00426	pQG1rel09_00386
g0138_0003	g0138	NA	Type III effector protein	80	4	14	1	1	1	0	0	0	0	14	Type III effector protein(11):DUF4439 domain-containing protein(3)	NA(14)	408	408	408.00	78	5	pQBR103_00378		pQBR11d_00396	pQBR124_00375	pQBR4_00399				pQBR49_00417	pQBR5_00375	pQBR50d_00375	pQG1rel01_00378			pQG1rel04_00487	pQG1rel05_00393	pQG1rel06_00426	pQG1rel07_00393	pQG1rel08_00425	pQG1rel09_00385
g0339_0003	g0339	NA	Transposase	80	3	14	1	1	1	0	0	0	0	14	Transposase(14)	NA(14)	234	249	237.21	78	6	pQBR103_00375		pQBR11d_00393	pQBR124_00372	pQBR4_00396				pQBR49_00414	pQBR5_00372	pQBR50d_00372	pQG1rel01_00375			pQG1rel04_00484	pQG1rel05_00392	pQG1rel06_00423	pQG1rel07_00392	pQG1rel08_00422	pQG1rel09_00384
g0342_0004	g0342	NA	Tail fiber protein	90	3	14	1	1	1	0	0	0	0	14	Tail fiber protein(11):Lipoprotein(3)	NA(14)	231	231	231.00	78	7	pQBR103_00374		pQBR11d_00392	pQBR124_00371	pQBR4_00395				pQBR49_00413	pQBR5_00371	pQBR50d_00371	pQG1rel01_00374			pQG1rel04_00483	pQG1rel05_00391	pQG1rel06_00422	pQG1rel07_00391	pQG1rel08_00421	pQG1rel09_00383
g0052_0001	g0052	NA	Fumarase D	60	5	14	1	1	1	3	0	3	0	14	Fumarase D(10):Dimerisation domain-containing protein(3):hypothetical protein(3):Transmembrane protein(1)	NA(17)	126	309	187.24	78	8	pQBR103_00373		pQBR11d_00391	pQBR124_00370	pQBR4_00394				pQBR49_00412	pQBR5_00370	pQBR50d_00370	pQG1rel01_00373			pQG1rel04_00482	(pQG1rel05_00389:pQG1rel05_00390)	pQG1rel06_00421	(pQG1rel07_00389:pQG1rel07_00390)	pQG1rel08_00420	(pQG1rel09_00381:pQG1rel09_00382)
g0233_0003	g0233	NA	CPBP family intramembrane metalloprotease	80	3	14	1	1	1	0	0	0	0	14	CPBP family intramembrane metalloprotease(14)	NA(14)	711	711	711.00	78	9	pQBR103_00371		pQBR11d_00389	pQBR124_00368	pQBR4_00392				pQBR49_00410	pQBR5_00368	pQBR50d_00368	pQG1rel01_00371			pQG1rel04_00480	pQG1rel05_00388	pQG1rel06_00420	pQG1rel07_00388	pQG1rel08_00419	pQG1rel09_00380
g0327_0003	g0327	NA	Secreted protein	80	3	14	1	1	1	0	0	0	0	14	Secreted protein(13):hypothetical protein(1)	NA(14)	270	297	273.86	79	1	pQBR103_00120		pQBR11d_00121	pQBR124_00119	pQBR4_00119	pQBR43_00119		pQBR47p_00119	pQBR49_00119	pQBR5_00119	pQBR50d_00119	pQG1rel01_00120				pQG1rel05_00292		pQG1rel07_00292	pQG1rel08_00166	pQG1rel09_00292
g0346_0004	g0346	NA	Transposase	90	3	14	1	1	1	0	0	0	0	14	Transposase(14)	NA(14)	192	207	195.21	80	1	pQBR103_00331			pQBR124_00330	pQBR4_00354	pQBR43_00373			pQBR49_00372	pQBR5_00330	pQBR50d_00330	pQG1rel01_00331			pQG1rel04_00443	pQG1rel05_00283	pQG1rel06_00378	pQG1rel07_00283	pQG1rel08_00385	pQG1rel09_00283
g0165_0003	g0165	NA	CNNM transmembrane domain-containing protein	80	4	14	1	1	1	0	0	0	0	14	CNNM transmembrane domain-containing protein(9):Amino acid permease(5)	NA(14)	276	276	276.00	81	1	pQBR103_00370		pQBR11d_00388	pQBR124_00367	pQBR4_00391				pQBR49_00409	pQBR5_00367	pQBR50d_00367	pQG1rel01_00370			pQG1rel04_00479	pQG1rel05_00386	pQG1rel06_00418	pQG1rel07_00386	pQG1rel08_00418	pQG1rel09_00378
g0175_0003	g0175	NA	ATPase	80	4	14	1	1	1	0	0	0	0	14	ATPase(11):DUF2061 domain-containing protein(3)	NA(14)	174	174	174.00	82	1	pQBR103_00185		pQBR11d_00201	pQBR124_00184	pQBR4_00208	pQBR43_00227			pQBR49_00227	pQBR5_00184	pQBR50d_00184	pQG1rel01_00185	pQG1rel02_00206	pQG1rel03_00206	pQG1rel04_00204		pQG1rel06_00204		pQG1rel08_00236	
g0115_0002	g0115	NA	CHAT domain-containing protein	70	4	14	1	1	1	0	0	0	0	14	CHAT domain-containing protein(10):Peptide deformylase(4)	NA(14)	519	552	547.29	83	1	pQBR103_00281		pQBR11d_00297	pQBR124_00280	pQBR4_00304	pQBR43_00323			pQBR49_00322	pQBR5_00280	pQBR50d_00280	pQG1rel01_00281	pQG1rel02_00289	pQG1rel03_00289	pQG1rel04_00384		pQG1rel06_00325		pQG1rel08_00333	
g0481_0001	g0481	merC	organomercurial transporter MerC	60	2	14	1	1	1	0	0	0	0	14	organomercurial transporter MerC(14)	merC(14)	423	435	434.14	84	1	pQBR103_00536	pQBR106p_00072	pQBR11d_00131	pQBR124_00475	pQBR4_00543	pQBR43_00542	pQBR44d_00094	pQBR47p_00267	pQBR49_00560	pQBR5_00475	pQBR50d_00530	pQG1rel01_00536			pQG1rel04_00256		pQG1rel06_00115			
g0093_1_0006	g0093_1	NA	Putative acetyltransferase	80	2	14	1	1	1	0	0	0	0	14	Putative acetyltransferase(11):N-acetyltransferase domain-containing protein(3)	NA(14)	696	696	696.00	85	1	pQBR103_00396		pQBR11d_00414	pQBR124_00393	pQBR4_00417				pQBR49_00435	pQBR5_00393	pQBR50d_00393	pQG1rel01_00396			pQG1rel04_00495	pQG1rel05_00410	pQG1rel06_00444	pQG1rel07_00410	pQG1rel08_00443	pQG1rel09_00402
g0496_0005	g0496	ykgJ	YkgJ family cysteine cluster protein	95	2	14	1	1	1	0	0	0	0	14	YkgJ family cysteine cluster protein(14)	ykgJ(14)	375	375	375.00	86	1	pQBR103_00026		pQBR11d_00027	pQBR124_00026	pQBR4_00026	pQBR43_00026	pQBR44d_00026	pQBR47p_00026	pQBR49_00026	pQBR5_00026	pQBR50d_00026	pQG1rel01_00026			pQG1rel04_00029		pQG1rel06_00027		pQG1rel08_00027	
g0454_0004	g0454	NA	Putative transmembrane rhomboid family protein	90	2	14	1	1	1	0	0	0	0	14	Putative transmembrane rhomboid family protein(11):Rhomboid domain-containing protein(3)	NA(14)	363	549	509.14	87	1	pQBR103_00128		pQBR11d_00139	pQBR124_00127	pQBR4_00127	pQBR43_00127		pQBR47p_00127	pQBR49_00127	pQBR5_00127	pQBR50d_00127	pQG1rel01_00128				pQG1rel05_00120		pQG1rel07_00120	pQG1rel08_00175	pQG1rel09_00120
g0261	g0261	NA	DUF2591 domain-containing protein	50	3	14	1	1	1	0	0	0	0	14	DUF2591 domain-containing protein(11):Glycosyltransferase(3)	NA(14)	207	492	430.93	88	1	pQBR103_00315		pQBR11d_00331	pQBR124_00314	pQBR4_00338	pQBR43_00357			pQBR49_00356	pQBR5_00314	pQBR50d_00314	pQG1rel01_00315			pQG1rel04_00423	pQG1rel05_00270	pQG1rel06_00359	pQG1rel07_00270		pQG1rel09_00270
g0004_2	g0004_2	NA	BIG2 domain-containing protein	50	3	14	1	1	1	0	0	0	0	14	BIG2 domain-containing protein(13):Big-1 domain-containing protein(1)	NA(14)	1002	1245	1152.43	89	1	pQBR103_00179		pQBR11d_00195	pQBR124_00178	pQBR4_00202	pQBR43_00178		pQBR47p_00178	pQBR49_00221	pQBR5_00178	pQBR50d_00178	pQG1rel01_00179				pQG1rel05_00151		pQG1rel07_00151	pQG1rel08_00375	pQG1rel09_00151
g0166_0003	g0166	vbhA	VbhA domain-containing protein	80	4	14	1	1	1	0	0	0	0	14	VbhA domain-containing protein(14)	vbhA(14)	249	264	258.64	90	1	pQBR103_00405		pQBR11d_00423	pQBR124_00402	pQBR4_00426				pQBR49_00444	pQBR5_00402		pQG1rel01_00405	pQG1rel02_00327	pQG1rel03_00327	pQG1rel04_00504	pQG1rel05_00418		pQG1rel07_00418	pQG1rel08_00452	pQG1rel09_00410
g0804_0006	g0804	NA	Transposase	98	1	13	1	1	1	0	0	0	0	13	Transposase(13)	NA(13)	390	390	390.00	91	1	pQBR103_00530	pQBR106p_00066	pQBR11d_00125	pQBR124_00469	pQBR4_00537	pQBR43_00536	pQBR44d_00088	pQBR47p_00261	pQBR49_00554	pQBR5_00469	pQBR50d_00524	pQG1rel01_00530					pQG1rel06_00122			
g0837_0006	g0837	tnpB	IS66 family insertion sequence element accessory protein TnpB	98	1	13	1	1	1	0	0	0	0	13	IS66 family insertion sequence element accessory protein TnpB(13)	tnpB(13)	345	345	345.00	91	2	pQBR103_00531	pQBR106p_00067	pQBR11d_00126	pQBR124_00470	pQBR4_00538	pQBR43_00537	pQBR44d_00089	pQBR47p_00262	pQBR49_00555	pQBR5_00470	pQBR50d_00525	pQG1rel01_00531					pQG1rel06_00121			
g0605_0006	g0605	NA	IS66 family transposase	98	1	13	1	1	1	1	0	1	0	13	IS66 family transposase(12):DDE-Tnp-IS66-C domain-containing protein(1):Transposase(1)	NA(14)	414	1506	1396.29	91	3	pQBR103_00532	pQBR106p_00068	pQBR11d_00127	pQBR124_00471	pQBR4_00539	pQBR43_00538	pQBR44d_00090	pQBR47p_00263	pQBR49_00556	pQBR5_00471	pQBR50d_00526	pQG1rel01_00532					(pQG1rel06_00119:pQG1rel06_00120)			
g0861_0006	g0861	tnpR	TnpR protein	98	1	13	1	1	1	0	0	0	0	13	TnpR protein(13)	tnpR(13)	300	300	300.00	91	4	pQBR103_00533	pQBR106p_00069	pQBR11d_00128	pQBR124_00472	pQBR4_00540	pQBR43_00539	pQBR44d_00091	pQBR47p_00264	pQBR49_00557	pQBR5_00472	pQBR50d_00527	pQG1rel01_00533					pQG1rel06_00118			
g0718_0006	g0718	merB	organomercurial lyase MerB	98	1	13	1	1	1	0	0	0	0	13	organomercurial lyase MerB(13)	merB(13)	639	639	639.00	91	5	pQBR103_00534	pQBR106p_00070	pQBR11d_00129	pQBR124_00473	pQBR4_00541	pQBR43_00540	pQBR44d_00092	pQBR47p_00265	pQBR49_00558	pQBR5_00473	pQBR50d_00528	pQG1rel01_00534					pQG1rel06_00117			
g0187_1_0013	g0187_1	merA	mercury(II) reductase	98	1	13	1	1	1	0	0	0	0	13	mercury(II) reductase(13)	merA(13)	1683	1683	1683.00	91	6	pQBR103_00535	pQBR106p_00071	pQBR11d_00130	pQBR124_00474	pQBR4_00542	pQBR43_00541	pQBR44d_00093	pQBR47p_00266	pQBR49_00559	pQBR5_00474	pQBR50d_00529	pQG1rel01_00535					pQG1rel06_00116			
g0132_1_0017	g0132_1	merR	Hg(II)-responsive transcriptional regulator	98	1	13	1	1	1	0	0	0	0	13	Hg(II)-responsive transcriptional regulator(13)	merR(13)	432	432	432.00	92	1	pQBR103_00539	pQBR106p_00075	pQBR11d_00134	pQBR124_00478	pQBR4_00546	pQBR43_00545	pQBR44d_00097	pQBR47p_00270	pQBR49_00563	pQBR5_00478	pQBR50d_00533	pQG1rel01_00539					pQG1rel06_00112			
g0308_1_0011	g0308_1	merT	mercuric ion transporter MerT	98	1	13	1	1	1	0	0	0	0	13	mercuric ion transporter MerT(13)	merT(13)	351	351	351.00	92	2	pQBR103_00538	pQBR106p_00074	pQBR11d_00133	pQBR124_00477	pQBR4_00545	pQBR43_00544	pQBR44d_00096	pQBR47p_00269	pQBR49_00562	pQBR5_00477	pQBR50d_00532	pQG1rel01_00538					pQG1rel06_00113			
g0164_1_0017	g0164_1	merP	mercury resistance system periplasmic binding protein MerP	98	1	13	1	1	1	0	0	0	0	13	mercury resistance system periplasmic binding protein MerP(13)	merP(13)	276	276	276.00	92	3	pQBR103_00537	pQBR106p_00073	pQBR11d_00132	pQBR124_00476	pQBR4_00544	pQBR43_00543	pQBR44d_00095	pQBR47p_00268	pQBR49_00561	pQBR5_00476	pQBR50d_00531	pQG1rel01_00537					pQG1rel06_00114			
g0380_0003	g0380	NA	PLD phosphodiesterase domain-containing protein	80	2	13	1	1	1	0	0	0	0	13	PLD phosphodiesterase domain-containing protein(13)	NA(13)	1314	1314	1314.00	93	1	pQBR103_00390		pQBR11d_00408	pQBR124_00387	pQBR4_00411				pQBR49_00429	pQBR5_00387	pQBR50d_00387	pQG1rel01_00390				pQG1rel05_00406	pQG1rel06_00438	pQG1rel07_00406	pQG1rel08_00437	pQG1rel09_00398
g0282_0003	g0282	NA	DUF2958 domain-containing protein	80	3	13	1	1	1	0	0	0	0	13	DUF2958 domain-containing protein(10):Histidine kinase(3)	NA(13)	432	435	432.69	93	2	pQBR103_00389		pQBR11d_00407	pQBR124_00386	pQBR4_00410				pQBR49_00428	pQBR5_00386	pQBR50d_00386	pQG1rel01_00389				pQG1rel05_00405	pQG1rel06_00437	pQG1rel07_00405	pQG1rel08_00436	pQG1rel09_00397
g0467_0003	g0467	NA	ADF-H domain-containing protein	80	2	13	1	1	1	0	0	0	0	13	ADF-H domain-containing protein(9):Mu-like prophage I protein(4)	NA(13)	513	513	513.00	93	3	pQBR103_00388		pQBR11d_00406	pQBR124_00385	pQBR4_00409				pQBR49_00427	pQBR5_00385	pQBR50d_00385	pQG1rel01_00388				pQG1rel05_00404	pQG1rel06_00436	pQG1rel07_00404	pQG1rel08_00435	pQG1rel09_00396
g0314_0004	g0314	NA	Phage protein	90	3	13	1	1	1	0	0	0	0	13	Phage protein(10):DUF2693 domain-containing protein(3)	NA(13)	303	327	308.54	94	1	pQBR103_00392		pQBR11d_00410	pQBR124_00389	pQBR4_00413				pQBR49_00431	pQBR5_00389	pQBR50d_00389	pQG1rel01_00392				pQG1rel05_00408	pQG1rel06_00440	pQG1rel07_00408	pQG1rel08_00439	pQG1rel09_00400
g0336_0003	g0336	vbhA	VbhA domain-containing protein	80	3	13	1	1	1	0	0	0	0	13	VbhA domain-containing protein(13)	vbhA(13)	228	261	235.62	94	2	pQBR103_00393		pQBR11d_00411	pQBR124_00390	pQBR4_00414				pQBR49_00432	pQBR5_00390	pQBR50d_00390	pQG1rel01_00393				pQG1rel05_00409	pQG1rel06_00441	pQG1rel07_00409	pQG1rel08_00440	pQG1rel09_00401
g0162_0003	g0162	NA	Thiolase-N domain-containing protein	80	4	13	1	1	1	0	0	0	0	13	Thiolase-N domain-containing protein(10):IMS-C domain-containing protein(3)	NA(13)	288	288	288.00	95	1	pQBR103_00386		pQBR11d_00404	pQBR124_00383	pQBR4_00407				pQBR49_00425	pQBR5_00383	pQBR50d_00383	pQG1rel01_00386				pQG1rel05_00402	pQG1rel06_00434	pQG1rel07_00402	pQG1rel08_00433	pQG1rel09_00394
g0124_0003	g0124	NA	Translation initiation factor IF-2	80	4	13	1	1	1	0	0	0	0	13	Translation initiation factor IF-2(10):UPF0149 family protein(3)	NA(13)	459	492	461.54	95	2	pQBR103_00385		pQBR11d_00403	pQBR124_00382	pQBR4_00406				pQBR49_00424	pQBR5_00382	pQBR50d_00382	pQG1rel01_00385				pQG1rel05_00401	pQG1rel06_00433	pQG1rel07_00401	pQG1rel08_00432	pQG1rel09_00393
g0345_0004	g0345	NA	Small CPxCG-related zinc finger protein	90	3	13	1	1	1	0	0	0	0	13	Small CPxCG-related zinc finger protein(13)	NA(13)	210	210	210.00	96	1	pQBR103_00141		pQBR11d_00156	pQBR124_00140	pQBR4_00140	pQBR43_00140		pQBR47p_00140	pQBR49_00140	pQBR5_00140	pQBR50d_00140	pQG1rel01_00141			pQG1rel04_00159		pQG1rel06_00163		pQG1rel08_00191	
g0309_0003	g0309	NA	Tail assembly chaperone	80	3	13	1	1	1	0	0	0	0	13	Tail assembly chaperone(10):Glutamate--cysteine ligase(3)	NA(13)	339	342	339.92	96	2	pQBR103_00140		pQBR11d_00155	pQBR124_00139	pQBR4_00139	pQBR43_00139		pQBR47p_00139	pQBR49_00139	pQBR5_00139	pQBR50d_00139	pQG1rel01_00140			pQG1rel04_00158		pQG1rel06_00162		pQG1rel08_00190	
g0170_0002	g0170	NA	hypothetical protein	70	4	13	1	1	1	0	0	0	0	13	hypothetical protein(13)	NA(13)	189	231	195.46	97	1	pQBR103_00292		pQBR11d_00308	pQBR124_00291	pQBR4_00315	pQBR43_00334			pQBR49_00333	pQBR5_00291	pQBR50d_00291	pQG1rel01_00292	pQG1rel02_00299	pQG1rel03_00299	pQG1rel04_00396				pQG1rel08_00345	
g0334_0002	g0334	NA	Carbam-trans-N domain-containing protein	70	3	13	1	1	1	0	0	0	0	13	Carbam-trans-N domain-containing protein(10):Glycosyl hydrolase%2C family 43(2):RCC1 domain-containing protein(1)	NA(13)	264	264	264.00	98	1	pQBR103_00178		pQBR11d_00194	pQBR124_00177	pQBR4_00201	pQBR43_00177		pQBR47p_00177	pQBR49_00220	pQBR5_00177	pQBR50d_00177	pQG1rel01_00178	pQG1rel02_00194	pQG1rel03_00194					pQG1rel08_00229	
g0211_0004	g0211	parB	ParB domain-containing protein	90	3	13	1	1	1	0	0	0	0	13	ParB domain-containing protein(13)	parB(13)	987	987	987.00	99	1	pQBR103_00383		pQBR11d_00401	pQBR124_00380	pQBR4_00404				pQBR49_00422	pQBR5_00380	pQBR50d_00380	pQG1rel01_00383				pQG1rel05_00399	pQG1rel06_00431	pQG1rel07_00399	pQG1rel08_00430	pQG1rel09_00391
g0148_0003	g0148	NA	Secreted protein	80	4	13	1	1	1	0	0	0	0	13	Secreted protein(10):Transmembrane protein(3)	NA(13)	327	369	339.92	100	1			pQBR11d_00173	pQBR124_00157	pQBR4_00157	pQBR43_00157		pQBR47p_00157	pQBR49_00157	pQBR5_00157	pQBR50d_00157		pQG1rel02_00142	pQG1rel03_00142		pQG1rel05_00138		pQG1rel07_00138		pQG1rel09_00138
g0577_0005	g0577	NA	hypothetical protein	95	2	13	1	1	1	0	0	0	0	13	hypothetical protein(13)	NA(13)	126	126	126.00	101	1	pQBR103_00055		pQBR11d_00056	pQBR124_00054	pQBR4_00054	pQBR43_00054		pQBR47p_00054	pQBR49_00054	pQBR5_00054	pQBR50d_00054	pQG1rel01_00055			pQG1rel04_00057		pQG1rel06_00055		pQG1rel08_00056	
g0727_0006	g0727	NA	Transmembrane protein	98	1	13	1	1	1	0	0	0	0	13	Transmembrane protein(13)	NA(13)	615	615	615.00	102	1	pQBR103_00434	pQBR106p_00028	pQBR11d_00452	pQBR124_00431	pQBR4_00499	pQBR43_00498	pQBR44d_00050	pQBR47p_00223	pQBR49_00516	pQBR5_00431	pQBR50d_00486	pQG1rel01_00434			pQG1rel04_00535					
g0278_0003	g0278	NA	hypothetical protein	80	3	13	1	1	1	0	0	0	0	13	hypothetical protein(10):PaREP2b(2):DUF1508 domain-containing protein(1)	NA(13)	156	456	214.15	103	1	pQBR103_00118		pQBR11d_00119	pQBR124_00117	pQBR4_00117	pQBR43_00117		pQBR47p_00117	pQBR49_00117	pQBR5_00117	pQBR50d_00117	pQG1rel01_00118				pQG1rel05_00350		pQG1rel07_00350		pQG1rel09_00350
g0305_0002	g0305	NA	Transglut-core3 domain-containing protein	70	3	13	1	1	1	0	0	0	0	13	Transglut-core3 domain-containing protein(13)	NA(13)	372	375	372.69	104	1	pQBR103_00356		pQBR11d_00374	pQBR124_00354	pQBR4_00378	pQBR43_00397			pQBR49_00396	pQBR5_00354	pQBR50d_00354	pQG1rel01_00356				pQG1rel05_00370	pQG1rel06_00402	pQG1rel07_00370		pQG1rel09_00362
g0120_0002	g0120	NA	Transmembrane protein	70	4	12	1	1	1	0	0	0	0	12	Transmembrane protein(12)	NA(12)	459	525	519.50	105	1	pQBR103_00336		pQBR11d_00355	pQBR124_00335	pQBR4_00359	pQBR43_00378			pQBR49_00377	pQBR5_00335	pQBR50d_00335	pQG1rel01_00336			pQG1rel04_00448		pQG1rel06_00383		pQG1rel08_00390	
g0511_0003	g0511	NA	YHS domain-containing protein	80	2	12	1	1	1	0	0	0	0	12	YHS domain-containing protein(11):Thioredoxin family protein(1)	NA(12)	330	348	331.50	105	2	pQBR103_00338		pQBR11d_00357	pQBR124_00337	pQBR4_00361	pQBR43_00380			pQBR49_00379	pQBR5_00337	pQBR50d_00337	pQG1rel01_00338			pQG1rel04_00451		pQG1rel06_00385		pQG1rel08_00391	
g0236_0004	g0236	NA	DUF4261 domain-containing protein	90	3	12	1	1	1	0	0	0	0	12	DUF4261 domain-containing protein(12)	NA(12)	699	699	699.00	105	3	pQBR103_00339		pQBR11d_00358	pQBR124_00338	pQBR4_00362	pQBR43_00381			pQBR49_00380	pQBR5_00338	pQBR50d_00338	pQG1rel01_00339			pQG1rel04_00452		pQG1rel06_00386		pQG1rel08_00392	
g0094_0004	g0094	NA	AAA-5 domain-containing protein	90	4	12	1	1	1	0	0	0	0	12	AAA-5 domain-containing protein(12)	NA(12)	654	720	659.50	105	4	pQBR103_00340		pQBR11d_00359	pQBR124_00339	pQBR4_00363	pQBR43_00382			pQBR49_00381	pQBR5_00339	pQBR50d_00339	pQG1rel01_00340			pQG1rel04_00453		pQG1rel06_00387		pQG1rel08_00393	
